City_ID,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
326,Paamiut,GL,1666741218,61.994,-49.6678,30.69,61,49,7.2
327,Yerbogachën,RU,1666741219,61.2767,108.0108,27.91,90,100,10.85
328,Husavik,IS,1666741219,66.0449,-17.3389,36.28,92,100,7.45
329,Yatou,CN,1666741219,37.15,122.3833,56.75,58,100,7.65
330,Río Gallegos,AR,1666741220,-51.6226,-69.2181,48.25,57,0,36.82
331,Bereda,ES,1666741220,43.2686,-7.5406,61.41,88,61,9.53
332,Jalu,LY,1666741221,29.0331,21.5482,66.47,83,0,7.0
333,Billings Metropolitan Area,US,1666741122,45.7833,-108.5007,52.29,37,40,18.41
334,Fereydūnkenār,IR,1666741222,36.6864,52.5225,63.43,80,0,6.73
335,Selkirk,CA,1666741222,50.1436,-96.8845,36.07,84,100,10.13
336,Flinders,AU,1666741222,-34.5833,150.8552,78.06,75,51,4.0
337,Lagoa,PT,1666741223,39.05,-27.9833,63.32,65,29,23.26
338,Borba,BR,1666741223,-4.3878,-59.5939,75.94,94,93,4.03
339,Jiwani,PK,1666741224,25.05,61.7417,80.78,73,0,6.6
340,Antalaha,MG,1666741224,-14.9003,50.2788,69.4,82,48,4.61
341,Comodoro Rivadavia,AR,1666741007,-45.8667,-67.5,57.06,47,40,10.36
342,San Patricio,US,1666741225,28.017,-97.5169,76.89,27,0,3.98
343,Moree,AU,1666741225,-29.4667,149.85,77.52,45,5,9.75
344,Zavoronezhskoye,RU,1666741226,52.8801,40.5526,33.93,77,38,6.78
345,Praia da Vitória,PT,1666741226,38.7333,-27.0667,60.76,88,75,13.71
346,Bacolod City,PH,1666741226,10.6667,122.95,80.94,84,100,8.28
347,Kununurra,AU,1666741227,-15.7667,128.7333,87.78,74,15,2.3
348,Cotonou,BJ,1666741227,6.3654,2.4183,76.98,94,20,2.3
349,Katangli,RU,1666741227,51.7102,143.2326,41.05,63,33,10.63
350,Cerrito,CO,1666741228,6.8432,-72.694,55.78,97,100,2.46
351,Kencong,ID,1666741228,-8.2833,113.3667,79.34,79,97,3.47
352,Pevek,RU,1666741228,69.7008,170.3133,0.93,91,17,5.23
