City_ID,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
354,Playas,EC,1666735669,-2.6333,-80.3833,70.88,82,77,13.62
355,Nantucket,US,1666735474,41.2835,-70.0995,68.11,95,100,9.22
356,Svetlaya,RU,1666735669,46.5389,138.3297,39.06,49,26,4.76
357,Kupang,ID,1666735669,-10.1667,123.5833,79.23,81,100,3.96
358,Kodīnar,IN,1666735670,20.7903,70.7031,74.98,62,0,8.39
359,Sinnai,IT,1666735670,39.3042,9.2036,70.47,31,0,5.75
360,Kedrovyy,RU,1666735670,56.1667,91.8167,19.81,63,9,3.91
361,Moree,AU,1666735671,-29.4667,149.85,71.8,59,5,4.32
362,Port-Gentil,GA,1666735671,-0.7193,8.7815,78.76,94,40,5.75
363,Sitka,US,1666735671,57.0531,-135.33,46.29,61,20,0.0
364,Barcelos,PT,1666735672,41.5388,-8.6151,64.92,90,36,14.03
365,Hastings,GB,1666735553,50.8552,0.5729,62.53,85,100,18.86
366,Cuamba,MZ,1666735672,-14.8031,36.5372,79.02,34,94,2.64
367,Camaçari,BR,1666735673,-12.6975,-38.3242,74.97,90,95,6.42
368,Thinadhoo,MV,1666735673,0.5333,72.9333,82.72,74,83,13.42
369,Roebourne,AU,1666735673,-20.7833,117.1333,74.03,32,0,10.25
370,Padang,ID,1666735674,-0.9492,100.3543,75.47,93,100,3.29
371,Pitimbu,BR,1666735674,-7.4706,-34.8086,79.39,76,90,12.5
372,Calabozo,VE,1666735428,8.9242,-67.4293,81.82,74,99,4.54
373,Peniche,PT,1666735674,39.3558,-9.3811,66.29,91,0,16.6
374,Rocha,UY,1666735675,-34.4833,-54.3333,60.13,81,8,10.98
375,Santa Isabel,BR,1666735675,-23.3156,-46.2214,65.91,89,38,7.54
376,Nuuk,GL,1666735676,64.1835,-51.7216,32.61,93,75,4.61
377,Al Bardīyah,LY,1666735676,31.7561,25.0865,70.0,60,0,6.46
378,Goundam,ML,1666735676,16.4145,-3.6708,88.88,14,100,9.24
379,Bariloche,AR,1666735677,-41.1456,-71.3082,57.24,52,71,10.94
380,Alice Springs,AU,1666735677,-23.7,133.8833,74.75,50,2,10.36
381,Makarov,RU,1666735677,48.6333,142.8,40.26,84,43,8.37
382,Chaman,PK,1666735678,30.9236,66.4512,62.6,26,0,3.29
383,Poopó,BO,1666735678,-18.3667,-66.9667,61.57,10,14,9.57
384,Moundou,TD,1666735678,8.5667,16.0833,74.48,62,84,2.57
385,Calvinia,ZA,1666735679,-31.4707,19.776,57.85,47,100,3.53
386,Abhā,SA,1666735441,18.2164,42.5053,59.25,82,42,0.0
387,Fort Nelson,CA,1666735679,58.8053,-122.7002,26.94,77,65,1.9
388,Killybegs,IE,1666735679,54.6333,-8.45,54.91,95,100,15.95
389,Ruíz,MX,1666735680,21.95,-105.15,85.62,64,10,6.38
390,Cam Ranh,VN,1666735680,11.9214,109.1591,78.76,89,20,4.61
391,Noumea,NC,1666735387,-22.2763,166.4572,82.38,80,97,9.37
392,Mananara,MG,1666735680,-16.1667,49.7667,70.57,88,29,3.71
393,Horadiz,AZ,1666735681,39.4488,47.3353,55.44,89,0,4.36
394,Vryburg,ZA,1666735681,-26.9566,24.7284,72.39,9,96,8.21
395,Constitución,CL,1666735682,-35.3333,-72.4167,56.86,88,78,6.02
396,San Jerónimo,PE,1666735682,-11.9472,-75.2829,62.2,53,54,3.04
397,Hegang,CN,1666735682,47.4,130.3667,33.69,59,98,1.25
398,Osakarovka,KZ,1666735683,50.565,72.5692,36.0,28,100,8.57
399,Lagoa,PT,1666735683,39.05,-27.9833,63.05,67,19,23.38
400,Pacific Grove,US,1666735560,36.6177,-121.9166,70.56,71,0,10.36
401,Northam,GB,1666735684,51.0333,-4.2167,59.61,92,100,22.86
402,Wakefield,GB,1666735626,53.6809,-1.499,58.08,90,100,9.78
403,Arlit,NE,1666735685,18.7369,7.3853,79.74,14,0,13.49
404,Zyryanka,RU,1666735685,65.75,150.85,11.82,96,100,11.25
405,Papar,MY,1666735685,5.7333,115.9333,75.2,88,99,3.87
406,Maningrida,AU,1666735686,-12.0667,134.2667,84.7,74,58,8.39
407,Uglovoye,UA,1666735686,44.8215,33.6045,58.01,74,100,8.86
408,Kirakira,SB,1666735687,-10.4544,161.9205,84.0,73,2,3.31
409,Okhotsk,RU,1666735687,59.3833,143.3,22.42,65,16,10.42
410,Mehamn,NO,1666735687,71.0357,27.8492,33.75,75,0,10.36
411,Mount Gambier,AU,1666735688,-37.8333,140.7667,58.91,94,100,8.05
412,Aitape,PG,1666735688,-3.1374,142.3475,79.88,85,99,3.4
413,Walvis Bay,NA,1666735689,-22.9575,14.5053,61.09,92,100,4.94
414,Mackenzie,CA,1666735689,55.2999,-123.1698,37.62,81,75,8.05
415,Ingham,US,1666735689,42.6,-84.3833,71.46,61,0,9.22
416,Maltahöhe,NA,1666735690,-24.8333,16.9833,74.07,19,41,13.15
417,Bac Lieu,VN,1666735690,9.285,105.7244,77.56,87,91,3.33
418,Labuhan,ID,1666735691,-6.8844,112.2051,77.79,81,87,11.92
419,Farah,AF,1666735393,32.5,62.5,67.15,25,6,4.03
420,Disna,BY,1666735691,55.568,28.1971,50.23,97,100,5.1
421,Puerto Peñasco,MX,1666735692,31.3167,-113.5333,76.68,21,0,10.49
422,Dul'durga,RU,1666735692,50.6761,113.5931,20.12,74,0,3.98
423,Harper,LR,1666735692,4.375,-7.7169,77.25,90,52,7.96
424,Béboto,TD,1666735693,8.2668,16.939,72.95,59,88,2.46
425,Taoudenni,ML,1666735693,22.6783,-3.9836,82.58,12,82,10.69
426,Cuxhaven,DE,1666735694,53.8718,8.6909,53.8,87,75,6.91
427,Yenagoa,NG,1666735694,4.9247,6.2642,75.49,94,71,3.53
428,Qazanbulaq,AZ,1666735695,40.6192,46.6519,49.1,80,9,8.66
429,Kampong Chhnang,KH,1666735695,12.1667,104.55,75.24,92,95,3.91
430,Kahului,US,1666735458,20.8947,-156.47,89.62,63,20,24.16
431,Uruçuí,BR,1666735696,-7.2294,-44.5561,76.35,88,100,8.59
432,Mogadishu,SO,1666735504,2.0371,45.3438,78.19,86,82,13.47
433,Aksarka,RU,1666735696,66.5606,67.7975,22.08,90,99,5.23
434,Boende,CD,1666735697,-0.2167,20.8667,71.83,98,100,2.64
435,Zimovniki,RU,1666735697,47.1483,42.4633,46.78,68,62,6.26
436,Mastic Beach,US,1666735697,40.7668,-72.8521,69.98,96,100,4.0
437,Gizo Government Station,SB,1666735698,-8.103,156.8419,84.4,67,48,2.82
438,Rieti,IT,1666735698,42.4072,12.8592,61.61,65,41,4.05
439,Usoke,TZ,1666735699,-5.1667,32.35,76.68,29,99,2.21
440,Mankono,CI,1666735699,8.0586,-6.1897,77.38,73,86,1.03
441,Sosnovo-Ozerskoye,RU,1666735699,52.5249,111.5418,16.99,83,10,7.52
442,Nabire,ID,1666735700,-3.3667,135.4833,77.5,86,100,2.8
443,São José de Ribamar,BR,1666735538,-2.5619,-44.0542,82.78,80,66,13.58
444,Fortuna,US,1666735700,40.5982,-124.1573,60.93,80,0,12.66
445,Ternate,ID,1666735701,0.8,127.4,82.44,77,100,5.61
446,Shingū,JP,1666735701,33.7333,135.9833,50.74,70,0,5.44
447,Asău,RO,1666735702,46.4333,26.4,52.72,90,96,2.37
448,Santa Maria,BR,1666735521,-29.6842,-53.8069,68.2,72,0,6.6
449,Coyhaique,CL,1666735536,-45.5752,-72.0662,58.95,55,75,4.61
450,Mokhsogollokh,RU,1666735702,61.4681,128.9203,23.79,93,98,8.03
451,Brigantine,US,1666735703,39.4101,-74.3646,67.03,98,100,0.0
452,Karabulak,RU,1666735703,43.3036,44.8964,40.19,76,16,2.86
453,Sørland,NO,1666735704,67.667,12.6934,44.46,64,100,0.2
454,North Myrtle Beach,US,1666735704,33.816,-78.68,72.34,86,0,4.61
455,Bay Roberts,CA,1666735704,47.5999,-53.2648,56.25,89,2,7.87
456,Porto-Novo,BJ,1666735705,6.4965,2.6036,79.03,84,100,5.37
457,Ventspils,LV,1666735705,57.3894,21.5606,55.33,94,100,9.22
458,Andenes,NO,1666735706,69.3143,16.1194,33.93,86,0,6.91
459,Phan Thiet,VN,1666735706,10.9333,108.1,75.9,89,100,4.12
460,Nikolskoye,RU,1666735706,59.7035,30.7861,35.49,89,100,7.67
461,Evensk,RU,1666735707,61.95,159.2333,16.18,84,42,7.36
462,Auki,SB,1666735707,-8.7676,160.7034,83.25,72,33,4.09
463,Nago,JP,1666735708,26.5881,127.9761,70.65,61,96,14.52
464,Neuquén,AR,1666735708,-38.9516,-68.0591,78.87,21,93,10.04
465,Port Pirie,AU,1666735709,-33.1833,138.0167,59.4,85,96,1.88
466,Pokhara,NP,1666735710,28.2333,83.9833,60.66,48,0,5.82
467,Tessalit,ML,1666735710,20.1986,1.0114,79.29,18,86,11.34
468,Menzel Salem,TN,1666735710,35.8567,8.4765,67.91,22,69,2.73
469,Epiniana,GR,1666735711,39.1429,21.6134,58.75,42,7,1.61
470,Kattivākkam,IN,1666735711,13.2167,80.3167,77.09,63,0,4.34
471,Soyo,AO,1666735711,-6.1349,12.3689,77.32,91,66,6.31
472,Páez,CO,1666735712,5.1011,-73.0512,68.72,94,90,1.95
473,Buin,CL,1666735712,-33.7333,-70.75,68.11,48,0,10.92
474,Tiznit Province,MA,1666735712,29.5833,-9.5,80.02,16,83,10.09
475,Prabumulih,ID,1666735713,-3.45,104.25,73.87,92,100,1.19
476,Kaihua,CN,1666735713,23.3687,104.28,59.83,91,93,5.95
477,Tuburan,PH,1666735713,6.6439,122.2736,77.09,77,100,4.59
478,Itatiaia,BR,1666735714,-22.4961,-44.5633,66.31,96,66,5.32
479,Jaisalmer,IN,1666735714,26.9147,70.9181,75.9,39,1,10.89
480,Solginskiy,RU,1666735714,61.05,41.3428,29.1,87,12,3.8
481,Arklow,IE,1666735715,52.7931,-6.1414,59.07,96,100,30.04
482,Santa Vitória do Palmar,BR,1666735715,-33.5189,-53.3681,60.84,79,16,11.81
483,Jesús María,AR,1666735715,-30.9815,-64.0942,88.81,31,100,17.96
484,Katherine,AU,1666735716,-14.4667,132.2667,82.72,78,100,10.36
485,Zamora,EC,1666735716,-4.0692,-78.9567,72.64,95,100,1.32
486,Matagami,CA,1666735716,49.7502,-77.6328,61.72,72,83,11.43
487,Montepuez,MZ,1666735717,-13.1256,38.9997,69.6,71,43,8.59
488,Ugoofaaru,MV,1666735717,5.6667,73.0,80.53,81,90,6.55
489,Cabo San Lucas,MX,1666735604,22.8909,-109.9124,87.62,54,20,11.5
490,Conceição do Araguaia,BR,1666735537,-8.2578,-49.2647,74.35,94,100,6.67
491,Raja,SS,1666735717,8.4596,25.678,72.1,56,31,0.81
492,Daşoguz,TM,1666735718,41.8363,59.9666,54.7,61,63,10.6
493,Athens,GR,1666735718,37.9795,23.7162,71.94,65,0,2.3
494,Alofi,NU,1666735620,-19.0595,-169.9187,78.69,53,75,13.8
495,Moose Factory,CA,1666735719,51.2585,-80.6094,62.6,69,100,10.98
496,Karratha,AU,1666735719,-20.7377,116.8463,73.98,27,0,9.71
497,Gambēla,ET,1666735719,8.25,34.5833,70.59,91,50,4.43
498,Flinders,AU,1666735614,-34.5833,150.8552,69.19,79,68,8.01
499,Roslavl',RU,1666735720,53.9528,32.8639,44.85,89,100,9.42
500,Becerril,CO,1666735720,9.7041,-73.2793,77.76,93,100,2.55
501,Sabha,LY,1666735720,27.0377,14.4283,70.07,33,0,10.4
502,Pereira Barreto,BR,1666735721,-20.6383,-51.1092,82.2,31,0,7.83
503,Hualmay,PE,1666735721,-11.0964,-77.6139,64.81,75,14,11.27
504,Muyezerskiy,RU,1666735721,63.9333,31.65,29.32,92,99,5.86
505,Sinnamary,GF,1666735722,5.3833,-52.95,80.8,79,97,9.89
506,Berlevåg,NO,1666735722,70.8578,29.0864,33.8,64,100,7.85
507,Wyndham,US,1666735722,37.6985,-77.6125,63.95,80,100,3.44
508,Pabradė,LT,1666735723,55.0,25.7833,52.25,93,100,3.4
509,Ranfurly,NZ,1666735723,-45.1333,170.1,60.1,53,98,8.59
510,Pozo Colorado,PY,1666735723,-23.4923,-58.7972,85.6,34,0,6.93
511,Ballina,AU,1666735723,-28.8667,153.5667,77.02,74,48,8.46
512,Yumbel,CL,1666735696,-37.0833,-72.5667,62.62,62,72,10.07
513,Shimoda,JP,1666735724,34.6667,138.95,52.11,68,95,18.81
514,Listvyanskiy,RU,1666735724,54.4399,83.4984,28.6,65,4,7.05
515,Eydhafushi,MV,1666735725,5.1033,73.0708,80.28,82,93,8.05
516,Fare,PF,1666735725,-16.7,-151.0167,80.02,78,100,23.71
517,Gillette,US,1666735725,44.2911,-105.5022,49.1,43,20,13.8
518,Kieta,PG,1666735726,-6.2167,155.6333,83.28,74,86,1.12
519,Merauke,ID,1666735726,-8.4667,140.3333,79.81,80,97,8.72
520,Puerto Colombia,CO,1666735726,10.9878,-74.9547,82.49,80,95,8.01
521,Klaksvík,FO,1666735727,62.2266,-6.589,49.12,92,100,11.83
522,Manokwari,ID,1666735727,-0.8667,134.0833,79.68,81,100,3.62
523,Henties Bay,NA,1666735727,-22.116,14.2845,57.9,95,84,4.38
524,Dayong,CN,1666735728,25.0209,118.2898,56.71,83,50,4.32
525,Hirara,JP,1666735728,24.8,125.2833,71.87,64,75,13.8
526,Pangody,RU,1666735728,65.85,74.4859,19.45,93,100,14.61
527,Port Lincoln,AU,1666735728,-34.7333,135.8667,58.23,82,87,11.03
528,Prudnik,PL,1666735729,50.3212,17.5746,51.94,84,2,4.14
529,Arrondissement de Montbrison,FR,1666735729,45.6667,4.0833,68.34,79,80,6.71
530,Tamandaré,BR,1666735730,-8.7597,-35.1047,77.63,79,59,10.54
531,Port Blair,IN,1666735730,11.6667,92.75,79.29,83,75,5.99
532,La Asuncion,VE,1666735730,11.0333,-63.8628,81.75,82,96,9.28
533,Victor Harbor,AU,1666735730,-35.5667,138.6167,57.0,92,91,11.36
534,Novo Aripuanã,BR,1666735731,-5.1206,-60.3797,77.81,86,97,5.55
535,Halmstad,SE,1666735731,56.6745,12.8568,53.8,100,100,10.36
536,Ambilobe,MG,1666735731,-13.2,49.05,70.43,76,8,5.75
537,Makkah al Mukarramah,SA,1666735692,21.4267,39.8261,80.44,63,62,4.68
538,Bentonville,US,1666735732,36.3728,-94.2088,56.64,59,0,12.66
539,Turbat,PK,1666735732,26.0023,63.044,78.96,53,0,2.13
540,Marquette,US,1666735546,46.5333,-87.6335,46.81,90,97,4.38
541,Laas,IT,1666735733,46.6166,10.7002,49.69,91,82,2.24
542,Raymond,US,1666735733,43.9015,-70.4703,65.23,96,41,4.72
543,Kontagora,NG,1666735733,10.3999,5.4695,78.31,43,83,1.95
544,Letterkenny,IE,1666735734,54.95,-7.7333,55.2,97,100,14.29
545,Gornyy,RU,1666735734,55.1153,83.9059,27.63,68,6,6.31
546,Coolum Beach,AU,1666735734,-26.5333,153.1,80.33,78,70,4.12
547,Jiangyou,CN,1666735734,31.7667,104.7167,58.77,91,100,1.5
548,Ormara,PK,1666735735,25.2088,64.6357,80.04,75,0,12.57
549,Owando,CG,1666735735,-0.4819,15.8999,70.23,98,90,2.89
550,Nzérékoré,GN,1666735735,7.7562,-8.8179,73.29,81,67,2.01
551,Zaysan,KZ,1666735736,47.4667,84.8667,36.57,49,52,2.33
552,Itarema,BR,1666735736,-2.9248,-39.9167,78.71,78,88,15.1
553,Lahad Datu,MY,1666735737,5.0268,118.327,76.28,92,100,2.53
554,Xining,CN,1666735737,36.6167,101.7667,44.22,90,100,0.43
555,Haines Junction,CA,1666735737,60.7522,-137.5108,27.55,53,6,3.02
556,Helong,CN,1666735738,42.5397,128.9972,37.94,58,4,5.88
557,Saint-Paul,RE,1666735738,-21.0096,55.2707,72.36,72,29,6.24
558,Toshkivka,UA,1666735738,48.7791,38.579,50.4,89,100,6.98
559,Caucayá,CO,1666735738,-0.1934,-74.7819,81.05,78,100,3.11
560,Acarí,PE,1666735739,-15.4311,-74.6158,69.94,63,6,8.25
561,Prince Rupert,CA,1666735739,54.3161,-130.3201,46.49,93,100,6.91
562,Los Llanos de Aridane,ES,1666735739,28.6585,-17.9182,65.95,73,20,6.91
563,Tabory,RU,1666735740,58.5198,64.5495,28.02,86,12,4.03
564,Namtsy,RU,1666735740,62.7161,129.6658,15.91,97,86,3.98
565,Mariental,NA,1666735740,-24.6333,17.9667,76.91,11,51,9.17
566,Jaggayyapeta,IN,1666735741,16.9,80.1,68.0,76,0,3.96
567,Yamethin,MM,1666735741,20.4333,96.15,72.01,94,18,4.0
568,Tiarei,PF,1666735742,-17.5333,-149.3333,82.42,84,100,24.36
569,Gorontalo,ID,1666735742,0.5412,123.0595,76.48,89,99,1.68
570,Yeppoon,AU,1666735743,-23.1333,150.7333,74.98,55,9,4.94
571,Verkhnevilyuysk,RU,1666735743,63.4453,120.3167,23.47,92,92,8.14
